TRAVEL_ID,TRAVEL_NM,TRAVELER_ID,TRAVEL_PURPOSE,TRAVEL_START_YMD,TRAVEL_END_YMD,MVMN_NM,TRAVEL_PERSONA,TRAVEL_MISSION,TRAVEL_MISSION_CHECK
a_a004251,A01,a004251,1;22;23;,2022-09-30,2022-10-03,대중교통 등,,1;22;23;,1;21;4
a_a000123,A01,a000123,3;4;6;,2022-08-11,2022-08-16,대중교통 등,,3;,3;6;4
a_a006653,A01,a006653,1;22;23;4;9;,2022-10-08,2022-10-09,대중교통 등,,1;22;23;4;9;,1;22;4
a_a002290,A01,a002290,1;26;3;4;,2022-09-30,2022-10-02,대중교통 등,,1;26;3;4;,3;4;1
a_a001473,A03,a001473,1;21;24;26;4;,2022-08-27,2022-08-28,대중교통 등,수도권 거주 40세 이상 자녀 동반,1;21;24;26;4;,1;21;4
a_a005660,A03,a005660,1;2;,2022-10-03,2022-10-04,,수도권 거주 40세 이상 자녀 동반,1;2;,2;1;5
a_a003433,A03,a003433,1;22;,2022-10-02,2022-10-03,자가용,수도권 거주 40세 이상 부부,1;22;,2;22;1
a_a007615,A02,a007615,2;21;22;,2022-10-14,2022-10-15,,수도권 거주 39세 이하 커플,2;21;22;,22;21;24
a_a003665,A01,a003665,22;26;,2022-10-29,2022-10-30,대중교통 등,,22;26;,26;2;22
a_a000427,A03,a000427,28;8;,2022-08-20,2022-08-22,자가용,,28;8;,5;8;28
a_a005682,A03,a005682,21;22;3;,2022-10-09,2022-10-10,,수도권 거주 40세 이상 부부,21;22;3;,3;21;22
a_a006518,A03,a006518,13;2;26;3;6;,2022-10-23,2022-10-24,대중교통 등,,13;2;26;3;6;,3;24;1
a_a007764,A03,a007764,1;10;11;2;6;,2022-10-15,2022-10-16,대중교통 등,,1;10;11;2;6;,3;4;24
a_a006239,A01,a006239,2;22;27;6;9;,2022-10-09,2022-10-10,자가용,,2;22;27;6;9;,2;22;26
a_a001163,A01,a001163,1;21;4;6;7;,2022-09-02,2022-09-05,대중교통 등,수도권 외 거주 39세 이하 커플,1;21;4;6;7;,6;26;4
a_a006967,A03,a006967,1;4;22;24;26;21;,2022-10-30,2022-10-31,자가용,수도권 거주 39세 이하 커플,1;4;22;24;26;21;,9;4;1
a_a006423,A03,a006423,1;4;,2022-10-09,2022-10-10,대중교통 등,,1;4;,4;6;21
a_a000203,A03,a000203,24;,2022-08-16,2022-08-21,자가용,,24;,6;21;24
a_a012450,A01,a012450,22;28;4;,2022-10-30,2022-10-31,대중교통 등,,22;28;4;,28;4;22
a_a003248,A03,a003248,1;4;5;6;8;,2022-10-01,2022-10-04,자가용,수도권 거주 39세 이하 커플,1;4;5;6;8;,8;9;1
a_a018053,A01,a018053,1;3;,2022-11-12,2022-11-13,,,1;3;,1;6;4
a_a005645,A03,a005645,1;4;,2022-10-15,2022-10-16,,,1;4;,1;4;6
a_a016512,A02,a016512,1;3;4;6;22;24;26;2;12;11;9;,2022-11-02,2022-11-05,자가용,수도권 거주 40세 이상 부부,1;3;4;6;22;24;26;2;12;11;9;,5;4;1
a_a005129,A01,a005129,1;2;4;,2022-10-02,2022-10-03,,,1;2;4;,2;1;4
a_a000910,A03,a000910,26;,2022-08-25,2022-08-27,자가용,,26;,6;26;12
b_b001071,A01,b001071,2;21;26;4;6;,2022-09-09,2022-09-12,자가용,수도권/강원에 거주하는 39세 이하 자녀 동반,2;21;26;4;6;,2;11;23
a_a003125,A03,a003125,22;26;,2022-09-24,2022-09-26,자가용,,22;26;,26;22;24
a_a006024,A03,a006024,1;11;2;22;6;,2022-10-10,2022-10-11,,수도권 거주 39세 이하 자녀 동반,1;11;2;22;6;,3;4;6
a_a008017,A03,a008017,4;22;,2022-10-30,2022-10-31,,,4;22;,22;24;26
a_a018192,A01,a018192,1;,2022-11-10,2022-11-11,,,1;,1;22;24
a_a007591,A01,a007591,1;22;4;6;,2022-10-30,2022-10-31,,수도권 외 거주 39세 이하 커플,1;22;4;6;,1;4;6
a_a004894,A03,a004894,1;2;22;3;4;,2022-10-14,2022-10-15,대중교통 등,수도권 거주 39세 이하 자녀 동반,1;2;22;3;4;,2;24;4
a_a001791,A03,a001791,13;21;22;28;3;,2022-09-17,2022-09-18,자가용,수도권 거주 40세 이상 커플,13;21;22;28;3;,3;21;28
a_a013698,A03,a013698,22;23;,2022-10-29,2022-10-31,자가용,,22;23;,23;22;4
a_a003656,A01,a003656,1;23;27;4;,2022-10-02,2022-10-04,대중교통 등,수도권 거주 39세 이하 커플,1;23;27;4;,1;4;23
a_a000557,A01,a000557,1;22;23;26;4;,2022-08-22,2022-08-25,자가용,수도권 외 거주 39세 이하 커플,1;22;23;26;4;,22;26;1
a_a006633,A01,a006633,3;9;,2022-10-08,2022-10-09,대중교통 등,,3;9;,3;6;9
a_a006165,A03,a006165,1;12;2;23;6;,2022-10-23,2022-10-25,자가용,,1;12;2;23;6;,9;1;3
a_a004509,A03,a004509,2;22;4;9;,2022-10-01,2022-10-03,자가용,,2;22;4;9;,2;6;9
a_a017516,A03,a017516,1;22;26;6;,2022-11-10,2022-11-11,,수도권 거주 40세 이상 부부,1;22;26;6;,1;26;24
a_a001894,A02,a001894,1;21;22;4;,2022-09-22,2022-09-23,대중교통 등,,1;21;22;4;,4;22;21
a_a001780,A03,a001780,1;3;,2022-09-09,2022-09-11,대중교통 등,,1;3;,3;6;1
a_a006149,A03,a006149,21;22;26;7;,2022-10-10,2022-10-11,자가용,,21;22;26;7;,26;22;1
a_a006014,A03,a006014,2;22;,2022-10-08,2022-10-09,,,2;22;,2;22;5
a_a000787,A01,a000787,1;3;4;6;7;,2022-08-25,2022-08-28,대중교통 등,,1;3;4;6;7;,3;4;26
a_a000538,A01,a000538,10;21;23;6;,2022-08-24,2022-08-26,대중교통 등,,10;21;23;6;,23;10;21
a_a000516,A03,a000516,23;,2022-08-21,2022-08-23,자가용,,23;,21;5;27
a_a005797,A03,a005797,21;2;22;12;26;3;24;,2022-10-03,2022-10-05,자가용,,21;2;22;12;26;3;24;,21;22;26
a_a010334,A01,a010334,1;2;3;4;6;7;8;9;12;23;22;10;24;25;26;27;,2022-10-20,2022-10-21,자가용,수도권 거주 39세 이하 커플,1;2;3;4;6;7;8;9;12;23;22;10;24;25;26;27;,1;4;2
a_a007668,A03,a007668,1;4;5;6;9;,2022-10-22,2022-10-23,대중교통 등,수도권 거주 40세 이상 부부,1;4;5;6;9;,5;1;21
a_a013850,A03,a013850,1;2;5;6;9;,2022-10-29,2022-10-31,대중교통 등,수도권 거주 39세 이하 자녀 동반,1;2;5;6;9;,1;2;9
a_a003373,A03,a003373,2;22;23;26;,2022-10-01,2022-10-03,대중교통 등,수도권 외 거주 39세 이하 커플,2;22;23;26;,2;3;22
a_a018017,A03,a018017,1;2;3;5;6;,2022-11-10,2022-11-11,,,1;2;3;5;6;,6;3;1
a_a006841,A02,a006841,1;11;3;4;6;,2022-10-15,2022-10-16,대중교통 등,,1;11;3;4;6;,1;9;3
a_a014196,A03,a014196,2;21;22;26;,2022-10-28,2022-10-29,자가용,,2;21;22;26;,22;21;26
a_a011768,A03,a011768,1;2;22;23;25;,2022-10-30,2022-10-31,대중교통 등,수도권 거주 39세 이하 커플,1;2;22;23;25;,10;1;6
a_a003060,A02,a003060,22;4;7;9;,2022-10-02,2022-10-04,대중교통 등,,22;4;7;9;,9;7;6
a_a006029,A03,a006029,1;2;4;,2022-10-08,2022-10-09,,수도권 거주 39세 이하 자녀 동반,1;2;4;,1;4;2
a_a001661,A01,a001661,1;21;22;23;24;,2022-09-17,2022-09-19,대중교통 등,,1;21;22;23;24;,6;1;4
a_a000502,A01,a000502,4;6;8;,2022-08-19,2022-08-26,대중교통 등,,4;6;8;,8;6;4
a_a003945,A03,a003945,22;24;8;,2022-10-12,2022-10-14,자가용,,22;24;8;,8;24;22
a_a002745,A03,a002745,21;24;27;28;,2022-09-28,2022-09-29,자가용,,21;24;27;28;,21;27;28
a_a003585,A03,a003585,2;22;23;,2022-10-08,2022-10-11,대중교통 등,수도권 거주 39세 이하 커플,2;22;23;,2;24;22
a_a003753,A03,a003753,21;27;28;6;8;,2022-10-01,2022-10-03,자가용,,21;27;28;6;8;,21;6;27
a_a000662,A01,a000662,23;,2022-08-19,2022-08-22,자가용,,23;,23;28;3
a_a001930,A03,a001930,1;2;27;28;4;,2022-09-11,2022-09-13,대중교통 등,수도권 거주 39세 이하 커플,1;2;27;28;4;,2;4;1
a_a001081,A01,a001081,1;2;22;23;4;,2022-08-20,2022-08-22,대중교통 등,,1;2;22;23;4;,6;23;22
a_a005857,A01,a005857,24;3;6;,2022-10-14,2022-10-16,대중교통 등,,24;3;6;,3;6;24
a_a015379,A03,a015379,12;22;3;4;9;,2022-10-29,2022-10-30,자가용,수도권 거주 40세 이상 자녀 동반,12;22;3;4;9;,3;9;2
a_a014411,A03,a014411,2;22;9;,2022-10-29,2022-10-30,대중교통 등,수도권 외 거주 39세 이하 커플,2;22;9;,2;26;22
a_a004632,A01,a004632,21;22;23;26;4;,2022-10-14,2022-10-16,자가용,수도권 거주 39세 이하 커플,21;22;23;26;4;,1;26;22
a_a002710,A03,a002710,12;21;,2022-10-02,2022-10-03,자가용,,12;21;,12;21;3
a_a014792,A01,a014792,6;,2022-11-04,2022-11-06,대중교통 등,,6;,6;3;1
a_a004277,A01,a004277,7;,2022-10-02,2022-10-03,,,7;,7;9;1
a_a006120,A02,a006120,22;23;26;,2022-10-15,2022-10-17,자가용,,22;23;26;,26;23;12
a_a002026,A03,a002026,5;,2022-09-08,2022-09-10,자가용,수도권 거주 39세 이하 커플,5;,5;2;27
a_a002206,A01,a002206,1;21;22;23;,2022-09-26,2022-09-28,자가용,,1;21;22;23;,21;22;23
a_a005665,A01,a005665,1;3;4;6;11;12;22;26;,2022-10-08,2022-10-09,,,1;3;4;6;11;12;22;26;,6;4;3
a_a007191,A02,a007191,2;,2022-10-11,2022-10-12,자가용,수도권 거주 39세 이하 커플,2;,1;6;5
a_a004815,A03,a004815,21;22;24;26;6;,2022-10-01,2022-10-02,자가용,,21;22;24;26;6;,3;24;22
a_a017544,A01,a017544,1;22;,2022-11-10,2022-11-11,,,1;22;,22;4;21
a_a002480,A01,a002480,1;22;23;3;,2022-10-01,2022-10-03,대중교통 등,,1;22;23;3;,1;3;22
a_a002123,A01,a002123,22;3;6;,2022-09-14,2022-09-15,대중교통 등,,22;3;6;,3;6;22
a_a005605,A02,a005605,9;,2022-10-30,2022-10-31,,,9;,6;22;4
a_a007410,A03,a007410,2;21;22;,2022-10-22,2022-10-23,,,2;21;22;,2;5;21
c_c002958,A01,c002958,10;21;,2022-09-30,2022-10-01,자가용,,10;21;,6;4;22
a_a005861,A03,a005861,21;26;27;28;4;,2022-10-08,2022-10-09,자가용,,21;26;27;28;4;,1;26;21
a_a006611,A03,a006611,1;21;22;24;,2022-10-15,2022-10-16,자가용,,1;21;22;24;,4;27;21
a_a007357,A03,a007357,1;2;21;24;4;,2022-10-15,2022-10-16,,수도권 거주 40세 이상 자녀 동반,1;2;21;24;4;,2;21;4
a_a015273,A03,a015273,1;12;22;26;3;,2022-10-29,2022-10-30,대중교통 등,,1;12;22;26;3;,3;22;26
a_a007407,A01,a007407,22;26;,2022-10-16,2022-10-17,,,22;26;,9;22;26
a_a009620,A01,a009620,22;24;26;,2022-10-29,2022-10-31,자가용,,22;24;26;,22;26;24
a_a000712,A03,a000712,21;27;3;4;,2022-09-01,2022-09-03,자가용,수도권 거주 40세 이상 커플,21;27;3;4;,1;2;21
a_a004354,A02,a004354,1;6;,2022-10-02,2022-10-03,대중교통 등,,1;6;,1;6;24
a_a005831,A03,a005831,23;8;,2022-10-10,2022-10-12,자가용,,23;8;,23;8;2
a_a002949,A01,a002949,1;6;9;,2022-09-24,2022-09-27,대중교통 등,,1;6;9;,6;1;4
a_a010165,A03,a010165,10;22;24;,2022-10-23,2022-10-24,자가용,,10;22;24;,10;24;22
a_a005840,A01,a005840,3;13;,2022-10-29,2022-10-31,대중교통 등,,3;13;,3;12;1
a_a007888,A01,a007888,1;2;22;4;7;,2022-10-27,2022-10-28,대중교통 등,수도권 거주 39세 이하 커플,1;2;22;4;7;,9;22;1
a_a000061,A01,a000061,1;4;,2022-08-13,2022-08-16,대중교통 등,,1;,4;1;6
a_a004740,A01,a004740,1;22;23;,2022-10-18,2022-10-20,대중교통 등,수도권 외 거주 39세 이하 커플,1;22;23;,1;3;22
a_a007243,A01,a007243,9;3;4;,2022-10-22,2022-10-23,,,9;3;4;,3;4;1
a_a011234,A01,a011234,22;23;26;4;6;,2022-10-30,2022-11-01,대중교통 등,,22;23;26;4;6;,23;22;4
c_c005067,A03,c005067,2;22;27;,2022-10-15,2022-10-16,,충청권 외에 거주하는 39세 이하 3인 이상 친구,2;22;27;,9;27;24
a_a005203,A01,a005203,22;27;9;,2022-10-08,2022-10-09,,,22;27;9;,9;22;27
a_a008212,A03,a008212,1;5;27;22;21;,2022-10-15,2022-10-16,자가용,,1;5;27;22;21;,21;24;1
a_a010374,A03,a010374,27;28;3;,2022-10-21,2022-10-22,,수도권 거주 40세 이상 부부,27;28;3;,3;21;28
a_a002437,A03,a002437,2;22;,2022-10-02,2022-10-03,대중교통 등,,2;22;,2;22;6
a_a010106,A03,a010106,5;,2022-10-22,2022-10-24,자가용,,5;,5;27;21
a_a005353,A03,a005353,1;22;5;,2022-10-01,2022-10-02,자가용,수도권 거주 40세 이상 커플,1;22;5;,5;22;21
a_a000620,A03,a000620,1;21;22;4;5;,2022-08-26,2022-08-29,대중교통 등,,1;21;22;4;5;,5;21;22
a_a002145,A03,a002145,11;21;22;24;6;,2022-09-24,2022-09-25,자가용,,11;21;22;24;6;,27;26;21
a_a004717,A01,a004717,28;6;,2022-10-08,2022-10-09,대중교통 등,,28;6;,3;6;24
a_a006329,A01,a006329,3;4;6;,2022-10-08,2022-10-09,대중교통 등,,3;4;6;,24;4;1
a_a005028,A03,a005028,21;22;24;26;27;,2022-10-03,2022-10-04,대중교통 등,,21;22;24;26;27;,1;21;24
a_a007061,A01,a007061,21;27;26;4;6;1;22;2;,2022-10-10,2022-10-11,대중교통 등,,21;27;26;4;6;1;22;2;,6;21;1
a_a002882,A03,a002882,1;10;2;3;5;,2022-10-01,2022-10-03,대중교통 등,수도권 거주 39세 이하 커플,1;10;2;3;5;,5;21;26
a_a007610,A01,a007610,1;22;4;,2022-10-15,2022-10-16,,,1;22;4;,1;4;22
a_a000376,A03,a000376,4;5;7;8;,2022-08-19,2022-08-23,대중교통 등,수도권 외 거주 39세 이하 3인 이상 친구,4;5;7;8;,8;7;4
a_a014500,A03,a014500,22;24;4;6;9;,2022-10-30,2022-10-31,자가용,수도권 거주 39세 이하 커플,22;24;4;6;9;,3;9;22
a_a003367,A03,a003367,1;2;3;4;5;,2022-10-16,2022-10-18,대중교통 등,,1;2;3;4;5;,23;22;21
a_a008058,A03,a008058,12;21;22;24;4;,2022-10-15,2022-10-16,,수도권 거주 39세 이하 커플,12;21;22;24;4;,21;12;4
a_a017925,A02,a017925,1;2;26;3;,2022-11-12,2022-11-13,,,1;2;26;3;,4;1;3
a_a004458,A03,a004458,6;9;,2022-10-08,2022-10-10,대중교통 등,,6;9;,6;9;10
a_a005337,A03,a005337,1;,2022-10-03,2022-10-04,자가용,,1;,1;22;26
a_a001138,A03,a001138,1;3;4;,2022-09-03,2022-09-04,대중교통 등,수도권 거주 39세 이하 커플,1;3;4;,1;4;3
a_a001621,A01,a001621,1;23;4;6;7;,2022-09-18,2022-09-20,대중교통 등,,1;23;4;6;7;,6;4;23
a_a006560,A01,a006560,1;21;22;24;6;,2022-10-12,2022-10-13,자가용,,1;21;22;24;6;,6;22;21
a_a000535,A03,a000535,23;24;28;5;,2022-08-20,2022-08-22,자가용,,23;24;28;5;,23;28;24
a_a001393,A01,a001393,22;23;4;,2022-08-27,2022-08-30,대중교통 등,,22;23;4;,23;4;1
a_a002292,A03,a002292,1;2;24;26;27;,2022-09-20,2022-09-22,자가용,,1;2;24;26;27;,2;1;27
a_a018026,A01,a018026,1;22;4;,2022-11-12,2022-11-13,,,1;22;4;,1;22;24
c_c002949,A03,c002949,10;,2022-09-25,2022-09-26,자가용,,10;,22;4;1
a_a000222,A03,a000222,3;,2022-09-02,2022-09-05,자가용,,3;,3;9;4
a_a005012,A01,a005012,24;3;6;,2022-10-11,2022-10-13,대중교통 등,,24;3;6;,3;4;6
a_a005149,A03,a005149,1;21;26;4;,2022-10-10,2022-10-11,,수도권 거주 40세 이상 자녀 동반,1;21;26;4;,4;6;21
a_a005120,A02,a005120,26;9;10;24;22;,2022-10-22,2022-10-24,자가용,,26;9;10;24;22;,22;2;1
a_a002532,A02,a002532,24;5;7;9;,2022-09-30,2022-10-02,자가용,,24;5;7;9;,5;21;4
a_a001210,A01,a001210,1;22;4;6;,2022-08-28,2022-08-29,대중교통 등,,1;22;4;6;,3;6;22
a_a018005,A01,a018005,1;4;6;7;,2022-11-12,2022-11-13,,,1;4;6;7;,7;26;22
a_a003937,A03,a003937,1;2;3;5;6;,2022-10-01,2022-10-04,대중교통 등,,1;2;3;5;6;,3;9;4
a_a003215,A03,a003215,1;12;21;22;3;,2022-10-01,2022-10-02,자가용,수도권 거주 39세 이하 3인 이상 친구,1;12;21;22;3;,3;12;21
a_a001164,A03,a001164,2;22;26;,2022-08-23,2022-08-25,자가용,수도권 거주 39세 이하 부부,2;22;26;,2;22;26
a_a000327,A01,a000327,1;23;4;6;9;,2022-09-03,2022-09-05,자가용,,1;23;4;6;9;,1;4;7
a_a003056,A03,a003056,22;7;8;,2022-09-28,2022-09-30,자가용,,22;7;8;,8;22;7
a_a001900,A01,a001900,1;2;,2022-09-17,2022-09-18,대중교통 등,,1;2;,1;2;4
a_a009730,A03,a009730,1;11;21;24;25;,2022-10-22,2022-10-23,자가용,,1;11;21;24;25;,25;21;6
a_a010571,A03,a010571,22;21;11;2;7;28;3;3;2;21;12;,2022-10-30,2022-11-01,대중교통 등,,22;21;11;2;7;28;3;3;2;21;12;,11;2;21
a_a002888,A03,a002888,2;5;,2022-09-24,2022-09-27,자가용,수도권 거주 39세 이하 자녀 동반,2;5;,2;8;11
a_a002481,A03,a002481,2;21;24;5;8;,2022-10-01,2022-10-04,자가용,수도권 거주 39세 이하 커플,2;21;24;5;8;,8;21;25
a_a001498,A03,a001498,22;,2022-09-03,2022-09-05,자가용,,22;,22;6;24
a_a002874,A01,a002874,1;,2022-09-25,2022-09-26,자가용,,1;,1;24;22
a_a002933,A03,a002933,13;22;,2022-09-24,2022-09-25,자가용,,13;22;,13;22;2
a_a001415,A01,a001415,1;2;21;22;4;,2022-08-26,2022-08-29,자가용,,1;2;21;22;4;,2;1;4
a_a000902,A03,a000902,23;3;5;,2022-08-19,2022-08-21,자가용,,23;3;5;,2;1;23
a_a000554,A01,a000554,1;3;6;7;,2022-08-25,2022-08-28,대중교통 등,수도권 외 거주 39세 이하 커플,1;3;6;7;,11;26;6
a_a001944,A01,a001944,22;,2022-09-08,2022-09-09,대중교통 등,,22;,3;22;6
a_a002829,A01,a002829,1;22;6;9;,2022-09-24,2022-09-25,대중교통 등,,1;22;6;9;,1;22;9
a_a009448,A02,a009448,1;5;8;22;,2022-10-22,2022-10-24,자가용,수도권 거주 39세 이하 커플,1;5;8;22;,8;9;1
a_a001109,A01,a001109,1;21;27;6;7;,2022-08-26,2022-08-29,대중교통 등,수도권 외 거주 39세 이하 커플,1;21;27;6;7;,6;1;26
a_a000399,A03,a000399,1;10;22;,2022-08-22,2022-08-24,대중교통 등,수도권 외 거주 39세 이하 3인 이상 친구,1;10;22;,5;22;2
a_a004526,A03,a004526,2;22;24;26;5;,2022-10-12,2022-10-13,대중교통 등,수도권 거주 39세 이하 커플,2;22;24;26;5;,2;22;24
a_a006374,A01,a006374,22;28;,2022-10-16,2022-10-17,대중교통 등,,22;28;,22;28;26
a_a006519,A03,a006519,2;1;5;3;4;6;7;8;10;9;11;13;12;21;23;22;25;24;26;28;27;,2022-10-15,2022-10-16,자가용,수도권 거주 39세 이하 커플,2;1;5;3;4;6;7;8;10;9;11;13;12;21;23;22;25;24;26;28;27;,1;2;22
a_a012208,A03,a012208,4;,2022-10-29,2022-10-30,대중교통 등,,4;,4;1;6
a_a002520,A03,a002520,1;10;2;9;,2022-09-24,2022-09-26,자가용,수도권 거주 39세 이하 커플,1;10;2;9;,27;23;22
a_a012251,A01,a012251,21;,2022-10-29,2022-10-31,대중교통 등,,21;,21;22;9
a_a007423,A01,a007423,1;2;3;4;6;,2022-10-18,2022-10-19,대중교통 등,,1;2;3;4;6;,6;9;3
a_a001541,A03,a001541,21;,2022-09-03,2022-09-05,자가용,,21;,21;2;23
a_a007189,A03,a007189,22;8;,2022-10-17,2022-10-18,자가용,,22;8;,8;21;22
a_a006346,A01,a006346,22;6;24;9;7;6;26;22;9;9;9;9;,2022-10-15,2022-10-16,자가용,,22;6;24;9;7;6;26;22;9;9;9;9;,9;6;22
a_a018154,A01,a018154,1;22;26;,2022-11-13,2022-11-14,,,1;22;26;,22;26;1
a_a003072,A03,a003072,21;22;4;,2022-09-24,2022-09-25,자가용,,21;22;4;,22;21;1
a_a001263,A01,a001263,10;23;4;6;7;,2022-08-27,2022-08-30,자가용,수도권 거주 39세 이하 커플,10;23;4;6;7;,23;10;3
a_a003207,A03,a003207,22;24;27;28;,2022-10-29,2022-10-31,자가용,,22;24;27;28;,22;21;2
a_a002183,A03,a002183,1;2;21;22;5;,2022-09-11,2022-09-12,자가용,수도권 거주 39세 이하 커플,1;2;21;22;5;,5;21;3
a_a007394,A03,a007394,2;22;,2022-10-29,2022-10-30,,수도권 거주 39세 이하 커플,2;22;,1;2;22
a_a001872,A01,a001872,23;5;9;,2022-09-18,2022-09-19,자가용,,23;5;9;,6;9;26
a_a018057,A03,a018057,1;22;,2022-11-13,2022-11-14,,,1;22;,3;22;6
a_a004275,A01,a004275,3;,2022-10-10,2022-10-11,,,3;,3;6;4
a_a013915,A01,a013915,1;22;3;6;7;,2022-10-30,2022-10-31,대중교통 등,,1;22;3;6;7;,1;2;6
a_a004261,A01,a004261,23;28;4;7;,2022-10-14,2022-10-17,대중교통 등,,23;28;4;7;,7;23;28
a_a000834,A03,a000834,2;5;8;,2022-08-27,2022-08-29,자가용,수도권 거주 39세 이하 3인 이상 친구,2;5;8;,5;2;7
a_a000164,A03,a000164,10;21;22;24;27;,2022-08-05,2022-08-07,자가용,,2;,22;24;1
a_a003413,A03,a003413,1;2;6;,2022-10-09,2022-10-10,자가용,수도권 거주 39세 이하 커플,1;2;6;,2;1;6
a_a008269,A01,a008269,1;4;22;6;24;27;,2022-10-21,2022-10-24,대중교통 등,,1;4;22;6;24;27;,1;4;27
a_a003109,A01,a003109,1;22;4;6;,2022-10-08,2022-10-11,대중교통 등,수도권 외 거주 39세 이하 커플,1;22;4;6;,6;9;1
a_a005998,A03,a005998,1;21;,2022-10-10,2022-10-11,,수도권 거주 39세 이하 부부,1;21;,1;21;4
a_a004716,A01,a004716,1;22;4;6;9;,2022-10-04,2022-10-06,자가용,,1;22;4;6;9;,6;4;3
a_a002129,A01,a002129,1;2;24;26;3;,2022-09-24,2022-09-26,대중교통 등,,1;2;24;26;3;,1;26;24
a_a008693,A01,a008693,1;2;3;4;,2022-10-15,2022-10-18,대중교통 등,,1;2;3;4;,2;3;1
c_c003328,A02,c003328,21;6;,2022-09-23,2022-09-26,대중교통 등,,21;6;,21;4;1
a_a004834,A01,a004834,24;7;,2022-10-01,2022-10-03,대중교통 등,,24;7;,4;7;6
a_a007393,A01,a007393,1;11;2;5;6;,2022-10-16,2022-10-17,,,1;11;2;5;6;,2;21;6
a_a009584,A03,a009584,1;2;3;4;5;,2022-10-23,2022-10-24,자가용,수도권 거주 40세 이상 자녀 동반,1;2;3;4;5;,2;11;6
a_a000738,A03,a000738,2;4;5;7;8;,2022-09-06,2022-09-09,대중교통 등,수도권 거주 39세 이하 커플,2;4;5;7;8;,2;6;1
a_a003013,A01,a003013,1;2;3;6;9;,2022-09-23,2022-09-24,자가용,,1;2;3;6;9;,3;27;21
a_a005673,A03,a005673,24;3;,2022-10-22,2022-10-23,,,24;3;,21;22;24
a_a006344,A03,a006344,1;2;3;4;6;9;11;12;13;21;22;24;26;27;28;,2022-10-15,2022-10-16,대중교통 등,,1;2;3;4;6;9;11;12;13;21;22;24;26;27;28;,2;1;22
a_a018061,A01,a018061,1;,2022-11-11,2022-11-12,,,1;,1;4;24
a_a006033,A03,a006033,1;21;24;26;,2022-10-09,2022-10-10,,수도권 거주 40세 이상 부부,1;21;24;26;,24;22;1
a_a008466,A01,a008466,1;13;26;3;6;,2022-10-26,2022-10-27,대중교통 등,,1;13;26;3;6;,3;6;12
a_a005189,A03,a005189,1;3;4;,2022-10-03,2022-10-04,,수도권 거주 40세 이상 자녀 동반,1;3;4;,1;7;4
a_a010016,A03,a010016,2;21;,2022-10-22,2022-10-24,자가용,수도권 거주 39세 이하 커플,2;21;,2;6;1
a_a017828,A02,a017828,23;,2022-11-11,2022-11-12,,,23;,21;23;22
a_a007353,A01,a007353,6;,2022-10-18,2022-10-19,,,6;,6;22;3
a_a005151,A03,a005151,1;22;24;4;6;,2022-10-22,2022-10-23,,,1;22;24;4;6;,2;4;6
a_a015333,A01,a015333,2;22;26;4;6;,2022-10-29,2022-10-30,대중교통 등,,2;22;26;4;6;,27;22;26
a_a005301,A01,a005301,1;28;,2022-10-14,2022-10-15,자가용,수도권 거주 39세 이하 커플,1;28;,1;28;2
a_a000603,A03,a000603,21;,2022-08-20,2022-08-21,자가용,,21;,21;2;24
a_a011386,A01,a011386,4;1;7;22;,2022-10-29,2022-10-31,대중교통 등,,4;1;7;22;,7;4;1
a_a004559,A02,a004559,22;4;,2022-10-02,2022-10-03,자가용,,22;4;,4;22;26
a_a005369,A01,a005369,1;2;22;26;,2022-10-14,2022-10-16,대중교통 등,수도권 외 거주 39세 이하 커플,1;2;22;26;,2;22;26
a_a003237,A01,a003237,2;22;4;6;,2022-10-07,2022-10-09,대중교통 등,,2;22;4;6;,2;4;22
a_a001694,A03,a001694,22;25;8;,2022-09-24,2022-09-26,자가용,,22;25;8;,8;25;22
a_a005744,A03,a005744,24;27;8;,2022-10-08,2022-10-10,자가용,,24;27;8;,8;22;28
a_a001097,A02,a001097,2;22;26;,2022-09-24,2022-09-25,대중교통 등,,2;22;26;,1;2;26
a_a001310,A01,a001310,1;22;23;3;6;,2022-08-30,2022-09-01,자가용,수도권 거주 39세 이하 커플,1;22;23;3;6;,23;22;24
a_a006405,A01,a006405,1;22;6;,2022-10-08,2022-10-09,대중교통 등,,1;22;6;,6;22;1
a_a002360,A03,a002360,1;27;3;,2022-09-17,2022-09-18,자가용,수도권 거주 39세 이하 커플,1;27;3;,1;3;6
a_a003100,A02,a003100,23;4;5;6;9;,2022-09-30,2022-10-03,대중교통 등,,23;4;5;6;9;,5;4;1
a_a013594,A03,a013594,1;22;26;6;9;,2022-10-30,2022-10-31,자가용,수도권 거주 39세 이하 커플,1;22;26;6;9;,1;6;12
a_a000675,A03,a000675,10;6;,2022-09-02,2022-09-05,자가용,수도권 거주 39세 이하 자녀 동반,10;6;,11;8;6
a_a002376,A03,a002376,1;2;4;6;9;,2022-09-25,2022-09-26,대중교통 등,,1;2;4;6;9;,4;23;27
a_a000198,A01,a000198,1;12;3;4;5;,2022-08-16,2022-08-19,대중교통 등,,1;,6;3;21
a_a002286,A03,a002286,1;2;3;4;5;,2022-09-21,2022-09-24,자가용,,1;2;3;4;5;,3;1;4
a_a004930,A03,a004930,2;21;24;27;5;,2022-10-02,2022-10-03,자가용,수도권 거주 39세 이하 자녀 동반,2;21;24;27;5;,2;5;11
