TRAVELER_ID,RESIDENCE_SGG_CD,GENDER,AGE_GRP,EDU_NM,EDU_FNSH_SE,MARR_STTS,FAMILY_MEMB,JOB_NM,JOB_ETC,INCOME,HOUSE_INCOME,TRAVEL_TERM,TRAVEL_NUM,TRAVEL_LIKE_SIDO_1,TRAVEL_LIKE_SGG_1,TRAVEL_LIKE_SIDO_2,TRAVEL_LIKE_SGG_2,TRAVEL_LIKE_SIDO_3,TRAVEL_LIKE_SGG_3,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_STATUS_RESIDENCE,TRAVEL_STATUS_DESTINATION,TRAVEL_STATUS_ACCOMPANY,TRAVEL_STATUS_YMD,TRAVEL_MOTIVE_1,TRAVEL_MOTIVE_2,TRAVEL_MOTIVE_3,TRAVEL_COMPANIONS_NUM
a017512,11,여,30,6,1,1,1,3,,3,,3,5,50,50130,50,50110,42,42150,1,1,1,7,7,1,1,7,서울특별시,경기,나홀로 여행,2022-11-12~2022-11-12,2,5,7,0
a012513,11,남,20,6,1,1,3,3,,7,7,2,1,50,50110,42,42150,26,26350,2,2,2,2,4,4,3,6,서울특별시,경기,2인 여행(가족 외),2022-10-29~2022-10-29,1,3,7,1
a004716,26,여,50,6,5,2,2,7,,5,11,3,1,48,48840,47,47130,50,50110,6,4,2,2,4,6,5,3,부산광역시,서울,3인 이상 여행(가족 외),2022-10-04~2022-10-05,3,1,2,2
a004691,11,여,50,6,1,4,3,2,,5,6,3,2,28,28710,41,41830,42,42830,2,6,5,6,2,2,5,6,서울특별시,경기,2인 가족 여행,2022-10-09~2022-10-09,2,,,1
a006559,42,여,40,7,1,2,3,2,,10,12,2,2,50,50130,42,42210,11,11710,2,2,2,4,6,4,3,6,강원도,서울,3인 이상 여행(가족 외),2022-10-08~2022-10-08,1,3,5,3
a010961,11,여,30,6,1,2,2,2,,5,11,2,2,41,41670,41,41570,41,41480,4,6,2,5,2,7,6,6,서울특별시,경기,2인 가족 여행,2022-10-22~2022-10-23,3,2,1,1
a005694,41,남,30,6,1,1,1,4,,6,,2,2,50,50130,42,42150,28,28110,1,1,1,1,1,1,4,7,경기도,인천,나홀로 여행,2022-10-17~2022-10-18,1,7,2,0
a006606,11,여,20,6,1,1,2,2,,4,4,3,2,42,42210,43,43800,46,46730,1,1,1,4,6,2,2,7,서울특별시,경기,2인 여행(가족 외),2022-10-08~2022-10-08,3,1,2,1
a000562,47,여,50,6,1,2,2,2,,4,4,2,1,47,47170,27,27710,28,28237,2,7,6,4,2,7,3,2,경상북도,서울,3인 이상 여행(가족 외),2022-08-27~2022-08-28,1,8,10,2
a003510,11,여,30,6,1,2,2,3,,4,10,2,2,42,42210,45,45140,28,28177,2,2,2,4,4,2,2,4,서울특별시,경기,2인 여행(가족 외),2022-09-28~2022-09-28,1,2,3,1
a003302,28,여,20,5,1,1,2,3,,3,12,3,5,42,42150,47,47130,26,26350,4,1,2,3,3,2,5,7,인천광역시,서울,2인 가족 여행,2022-09-27~2022-09-27,1,5,6,1
a011603,42,남,30,6,1,1,1,3,,4,,3,4,42,42150,43,43800,47,47130,2,4,2,4,2,3,2,5,강원도,경기,나홀로 여행,2022-10-28~2022-10-29,7,1,10,0
a003848,28,여,20,6,2,1,2,3,,6,12,3,3,50,50110,11,11230,42,42110,4,6,2,2,2,2,2,6,인천광역시,서울,나홀로 여행,2022-10-01~2022-10-01,1,4,2,0
a006823,41,여,20,4,1,1,1,4,,4,,3,4,42,42210,42,42150,50,50130,2,1,4,5,5,4,6,6,경기도,서울,2인 여행(가족 외),2022-10-29~2022-10-29,3,1,,1
a009429,11,남,20,6,4,1,3,2,,5,12,2,1,41,41130,42,42150,28,28110,3,1,3,3,2,3,5,3,서울특별시,경기,나홀로 여행,2022-10-21~2022-10-23,2,3,1,1
a010568,41,여,20,4,1,2,4,2,,4,7,3,5,26,26350,41,41590,42,42150,1,7,1,1,1,1,7,4,서울특별시,경기,나홀로 여행,2022-10-21~2022-10-21,2,1,7,0
a010150,26,남,30,4,1,1,1,4,,3,,2,4,11,11110,27,27200,29,29140,4,4,4,4,4,4,4,4,부산광역시,서울,나홀로 여행,2022-10-23~2022-10-23,2,5,,0
a009433,11,여,20,5,5,1,3,4,,4,9,3,7,50,50130,42,42150,44,44180,2,1,2,4,4,3,3,5,서울특별시,경기,3인 이상 여행(가족 외),2022-10-29~2022-10-30,3,,,4
a004314,41,남,20,6,2,1,4,12,,2,6,2,2,41,41110,11,11140,44,44130,4,2,3,4,4,6,2,6,경기도,서울,2인 여행(가족 외),2022-10-08~2022-10-08,3,1,7,1
a003426,11,여,30,7,1,2,4,2,,1,9,2,2,41,41800,41,41480,41,41570,1,1,3,6,1,4,7,1,서울특별시,경기,3인 이상 여행(가족 외),2022-10-01~2022-10-03,1,3,,6
a002924,41,여,30,6,1,1,4,3,,4,6,3,2,50,50110,42,42150,11,11110,3,3,4,1,4,5,1,3,경기도,서울,나홀로 여행,2022-09-30~2022-10-02,1,2,8,0
a004637,41,여,30,5,1,2,2,3,,4,7,3,3,42,42150,50,50110,41,41630,2,1,4,3,2,6,5,6,경기도,서울,2인 여행(가족 외),2022-10-15~2022-10-15,1,3,2,1
a007394,41,여,20,5,1,1,4,3,,4,10,2,1,41,41430,45,45110,42,42210,4,2,2,2,6,2,1,7,경기도,경기,2인 여행(가족 외),2022-10-29~2022-10-29,7,5,2,1
a001573,11,여,30,6,1,2,2,2,,6,12,2,2,11,11140,45,45110,50,50130,3,2,3,4,2,2,5,7,서울특별시,경기,2인 가족 여행,2022-08-27~2022-08-28,8,3,5,1
a009613,41,여,40,6,1,2,4,5,,3,7,2,4,42,42190,41,41110,42,42150,2,4,2,1,1,4,1,1,경기도,경기,3인 이상 여행(가족 외),2022-10-16~2022-10-16,1,9,5,3
a018048,11,여,30,6,1,1,1,3,,4,,3,1,41,41190,26,26350,50,50110,4,3,4,3,3,4,4,2,서울특별시,경기,나홀로 여행,2022-11-12~2022-11-12,1,2,7,0
a004431,42,여,20,6,2,1,3,12,,2,4,4,1,42,42150,11,11740,26,26350,3,3,2,3,2,2,4,7,강원도,서울,2인 여행(가족 외),2022-09-30~2022-09-30,4,2,7,1
a008427,11,여,20,6,1,1,1,3,,4,,2,1,42,42150,42,42760,41,41390,2,2,1,2,2,2,1,7,서울특별시,경기,3인 이상 여행(가족 외),2022-10-16~2022-10-16,1,5,3,5
a000497,29,남,30,6,1,4,1,2,,3,,3,6,48,48840,45,45800,46,46130,3,3,2,6,4,5,2,7,광주광역시,경기,나홀로 여행,2022-08-19~2022-08-19,7,1,2,3
a004643,41,남,30,6,1,2,2,4,,5,6,2,1,41,41280,41,41480,41,41610,1,4,5,2,6,1,1,3,경기도,경기,2인 가족 여행,2022-10-14~2022-10-15,10,5,2,1
a013850,41,여,30,5,1,4,2,3,,4,4,3,4,41,41820,41,41830,41,41460,5,2,6,3,2,3,3,4,경기도,경기,자녀 동반 여행,2022-10-29~2022-10-30,3,1,2,1
a004763,41,여,30,6,1,2,3,3,,4,7,2,2,41,41820,41,41480,41,41630,2,4,2,6,6,2,6,6,경기도,경기,자녀 동반 여행,2022-10-01~2022-10-01,3,1,,2
a007360,41,남,50,6,1,2,5,2,,11,11,2,1,11,11620,41,41290,45,45130,2,4,4,5,4,4,5,5,경기도,경기,나홀로 여행,2022-10-22~2022-10-22,1,2,7,0
a004186,41,남,20,6,1,1,4,3,,4,11,3,3,42,42150,47,47130,41,41830,1,4,1,5,4,2,5,2,경기도,경기,나홀로 여행,2022-09-30~2022-10-01,4,1,2,0
a017697,11,여,60,6,1,2,5,11,,3,7,3,7,42,42210,41,41650,42,42830,2,2,7,2,2,7,2,7,서울특별시,경기,나홀로 여행,2022-11-12~2022-11-12,6,2,1,0
a017999,11,남,30,6,1,1,1,13,,4,,2,1,50,50110,50,50130,43,43110,3,3,3,4,3,3,6,4,서울특별시,경기,나홀로 여행,2022-11-12~2022-11-12,1,2,7,0
a004698,11,여,30,6,1,1,1,3,,4,,3,10,50,50130,50,50110,42,42150,1,1,4,2,4,2,3,7,서울특별시,경기,2인 여행(가족 외),2022-10-01~2022-10-02,1,2,8,1
b007934,41,여,40,7,1,2,4,2,,4,6,2,2,28,28185,41,41270,41,41650,4,4,2,6,4,4,2,6,경기도,경기,2인 가족 여행,2022-10-15~2022-10-15,2,3,1,1
a002344,11,여,20,6,1,1,3,3,,4,5,2,1,41,41210,42,42150,50,50110,4,2,2,3,5,3,2,5,서울특별시,경기,2인 여행(가족 외),2022-10-01~2022-10-03,1,3,2,1
a009740,48,남,30,6,2,2,3,7,,7,12,2,3,26,26500,26,26350,48,48120,4,4,2,3,4,4,2,6,경상남도,서울,2인 가족 여행,2022-10-21~2022-10-23,1,3,8,1
a002410,41,여,50,4,4,3,4,11,,4,6,2,1,41,41820,50,50110,42,42150,4,6,3,5,5,3,3,5,경기도,인천,3대 동반 여행(친척 포함),2022-09-23~2022-09-24,3,1,2,3
a006329,36,여,30,7,1,1,1,3,,4,,3,1,11,11560,50,50130,44,44180,4,3,1,2,4,1,4,5,세종특별자치시,서울,나홀로 여행,2022-10-08~2022-10-08,8,1,2,0
a008580,11,남,30,6,1,1,1,3,,4,,2,1,42,42150,42,42170,42,42830,2,2,2,4,2,2,4,4,경기도,경기,2인 여행(가족 외),2022-10-29~2022-10-31,1,2,3,1
a001635,11,여,60,6,4,3,2,4,,4,6,2,2,46,46130,41,41290,42,42150,4,1,6,3,4,3,7,1,서울특별시,경기,나홀로 여행,2022-09-17~2022-09-18,2,1,6,0
a014130,11,남,40,6,1,4,1,2,,4,,3,1,41,41820,29,29155,50,50130,2,2,2,2,2,5,5,6,서울특별시,경기,나홀로 여행,2022-10-30~2022-10-30,2,1,7,0
a006001,11,여,40,6,1,2,5,2,,4,6,2,1,41,41280,26,26350,26,26230,4,4,4,4,4,4,4,4,서울특별시,경기,2인 가족 여행,2022-10-01~2022-10-01,8,6,3,1
a002878,50,남,20,6,1,1,1,4,,4,,2,1,11,11680,50,50110,26,26230,5,2,6,2,1,5,6,4,제주특별자치도,서울,나홀로 여행,2022-10-02~2022-10-03,2,1,4,0
a008440,41,여,20,6,2,1,4,12,,3,9,3,2,47,47170,26,26350,41,41480,4,3,3,3,6,5,2,3,경기도,서울,2인 여행(가족 외),2022-10-23~2022-10-24,3,5,1,1
a017744,41,남,20,6,2,1,1,12,,7,,3,4,42,42150,41,41820,26,26350,6,3,3,6,3,3,6,6,경기도,서울,나홀로 여행,2022-11-12~2022-11-12,2,4,1,0
a007429,28,여,30,6,1,2,3,4,,5,9,3,3,11,11140,41,41430,42,42210,4,4,4,1,1,7,5,5,인천광역시,서울,나홀로 여행,2022-10-13~2022-10-13,1,4,10,2
a009947,11,남,20,6,1,1,1,2,,5,,2,1,50,50110,50,50130,26,26500,2,1,3,2,2,4,3,5,서울특별시,경기,나홀로 여행,2022-10-22~2022-10-22,1,10,2,0
a005831,11,남,40,7,5,2,3,2,,9,9,2,1,50,50130,42,42830,43,43150,4,1,2,1,2,2,1,5,서울특별시,경기,자녀 동반 여행,2022-10-10~2022-10-11,2,7,3,2
a007157,28,남,40,6,1,4,4,2,,7,7,1,1,41,41280,41,41480,42,42150,1,7,1,1,1,1,1,1,인천광역시,경기,2인 여행(가족 외),2022-10-15~2022-10-15,4,3,2,1
a015734,26,여,20,6,3,1,2,5,,2,3,3,2,47,47130,48,48270,46,46130,2,2,2,4,4,4,3,6,부산광역시,서울,2인 여행(가족 외),2022-10-30~2022-11-01,2,8,1,1
a000947,44,여,30,6,2,1,1,3,,5,,3,2,47,47130,48,48220,42,42210,3,1,1,7,2,2,1,2,충청남도,경기,나홀로 여행,2022-08-26~2022-08-28,1,2,7,0
a013866,41,여,30,6,1,1,4,5,,4,12,3,2,42,42210,26,26350,28,28710,4,3,3,1,3,6,2,4,경기도,서울,2인 여행(가족 외),2022-10-29~2022-10-29,2,3,7,1
a000056,11,여,50,7,1,3,1,2,,6,,3,1,11,11740,46,46110,26,26710,6,4,3,4,4,4,2,2,서울특별시,경기,나홀로 여행,2022-08-08~2022-08-10,1,2,8,0
a003077,11,여,40,6,1,2,3,3,,5,12,3,6,50,50130,41,41830,26,26350,2,2,2,3,5,3,3,3,서울특별시,경기,3인 이상 여행(가족 외),2022-10-02~2022-10-02,7,8,3,2
a006134,30,여,40,6,1,2,5,13,,4,5,2,3,44,44150,43,43730,43,43110,4,5,5,6,6,5,4,5,대전광역시,경기,자녀 동반 여행,2022-10-17~2022-10-17,1,10,7,4
a005824,28,남,30,6,1,1,3,3,,5,5,2,1,11,11440,50,50110,42,42830,6,1,2,1,1,4,2,6,인천광역시,경기,2인 여행(가족 외),2022-10-08~2022-10-09,2,3,1,1
a003557,11,여,40,6,1,2,3,3,,5,9,2,1,50,50130,41,41800,26,26350,2,2,1,2,2,2,1,7,서울특별시,경기,자녀 동반 여행,2022-09-30~2022-10-01,3,2,7,2
a006081,41,여,30,6,1,2,3,1,,6,8,2,1,42,42150,45,45110,41,41820,2,3,2,4,4,5,2,6,경기도,경기,부모 동반 여행,2022-10-09~2022-10-09,2,3,1,2
a004092,11,여,20,6,1,1,2,2,,3,3,2,1,50,50110,41,41650,47,47130,1,1,1,6,6,1,1,7,서울특별시,경기,2인 여행(가족 외),2022-10-02~2022-10-04,2,1,4,1
a003734,11,여,30,5,1,2,2,2,,4,8,2,1,41,41280,50,50130,42,42830,1,5,1,5,7,2,6,6,서울특별시,경기,나홀로 여행,2022-10-24~2022-10-25,5,7,1,1
a003476,41,남,40,7,1,2,4,3,,8,8,1,1,42,42130,42,42150,42,42210,4,4,4,4,4,4,4,4,경기도,경기,자녀 동반 여행,2022-09-26~2022-09-27,3,,,3
a005630,41,남,40,6,1,2,4,3,,7,11,2,2,42,42130,43,43150,41,41590,1,1,1,1,1,6,2,7,경기도,경기,자녀 동반 여행,2022-10-15~2022-10-15,8,3,1,3
a015776,47,남,20,6,2,1,4,12,,1,5,3,5,11,11710,47,47110,28,28177,6,2,3,5,6,6,2,5,경상북도,서울,2인 여행(가족 외),2022-11-04~2022-11-06,3,1,8,1
a017902,41,여,20,7,2,1,4,12,,3,10,2,1,42,42820,28,28110,50,50130,1,1,2,4,4,5,3,7,경기도,인천,부모 동반 여행,2022-11-12~2022-11-12,3,5,2,4
a005985,41,남,20,5,3,1,4,12,,1,6,3,1,11,11110,41,41110,42,42150,3,2,2,2,1,6,6,5,경기도,서울,2인 여행(가족 외),2022-10-16~2022-10-16,4,8,7,1
a018172,41,여,30,6,5,2,2,3,,3,5,2,1,42,42210,11,11710,50,50130,2,2,2,2,2,3,3,5,경기도,경기,나홀로 여행,2022-11-11~2022-11-11,1,,,0
a000246,41,여,30,6,1,2,2,3,,3,9,2,1,11,11110,50,50130,26,26500,3,3,2,2,3,2,4,2,경기도,서울,나홀로 여행,2022-08-21~2022-08-21,7,1,6,0
a009844,11,여,50,6,1,2,3,13,,4,12,2,2,41,41800,48,48220,42,42150,2,6,2,6,2,2,1,6,서울특별시,경기,나홀로 여행,2022-10-20~2022-10-20,5,8,4,0
a015318,41,여,20,6,1,1,4,3,,4,8,3,2,42,42150,41,41480,26,26350,2,2,4,2,2,5,3,3,경기도,서울,나홀로 여행,2022-10-30~2022-10-30,2,1,6,0
a010954,30,여,20,6,1,1,1,3,,3,,4,1,50,50130,42,42150,11,11680,6,2,1,1,7,2,2,6,대전광역시,서울,2인 가족 여행,2022-10-29~2022-10-30,7,4,1,1
a002831,41,여,20,6,1,1,1,2,,4,,2,1,30,30200,11,11440,11,11170,3,2,4,2,2,4,5,4,경기도,서울,나홀로 여행,2022-10-03~2022-10-03,10,1,5,0
a006624,41,여,20,6,1,1,4,2,,3,6,3,4,50,50110,26,26350,41,41430,1,7,1,1,1,7,1,7,경기도,인천,2인 여행(가족 외),2022-10-07~2022-10-07,10,6,3,1
a014214,11,여,30,5,1,1,3,4,,2,5,3,1,50,50130,42,42820,46,46710,2,4,4,3,4,4,4,4,서울특별시,경기,나홀로 여행,2022-10-27~2022-10-27,4,1,2,0
a000130,11,남,50,8,1,2,2,2,,9,12,2,1,42,42830,41,41460,41,41360,3,6,3,3,3,5,3,6,서울특별시,경기,2인 가족 여행,2022-08-08~2022-08-08,3,1,2,1
a005128,11,여,30,7,1,1,1,3,,7,,2,1,50,50110,50,50130,47,47130,5,1,2,3,5,5,6,5,서울특별시,경기,나홀로 여행,2022-10-30~2022-10-30,2,1,7,0
a005369,47,남,20,5,1,1,3,5,,4,7,2,2,48,48840,47,47110,11,11260,2,1,1,6,2,2,6,6,경상북도,서울,2인 여행(가족 외),2022-10-14~2022-10-15,3,2,1,1
a001611,41,여,30,6,1,1,4,,1,2,6,2,2,41,41190,28,28185,11,11680,4,4,3,5,3,5,3,5,경기도,경기,부모 동반 여행,2022-09-09~2022-09-10,1,3,,6
a018155,45,여,20,6,2,1,1,12,,1,,2,2,50,50130,42,42150,26,26350,1,2,4,3,3,4,3,7,전라북도,서울,나홀로 여행,2022-11-08~2022-11-08,2,8,5,0
a003696,11,남,30,6,2,2,3,5,,6,7,2,5,26,26350,50,50130,28,28710,6,2,7,4,2,4,5,5,서울특별시,인천,2인 여행(가족 외),2022-10-07~2022-10-09,2,3,1,1
a007351,11,여,30,6,1,2,4,2,,2,9,2,1,41,41610,41,41630,26,26290,1,1,1,3,6,4,2,6,서울특별시,인천,3대 동반 여행(친척 포함),2022-10-15~2022-10-15,8,3,7,3
a017280,41,여,20,6,1,1,4,2,,5,11,2,2,50,50110,42,42150,42,42830,3,1,3,2,6,4,1,7,경기도,경기,2인 여행(가족 외),2022-11-05~2022-11-06,3,7,1,1
a000038,41,남,30,6,1,1,5,,3,4,7,3,2,42,42720,41,41830,41,41390,4,3,3,3,1,2,5,3,경기도,경기,3인 이상 여행(가족 외),2022-08-06~2022-08-07,2,1,3,5
a018108,44,여,50,4,1,2,4,11,,1,9,3,4,42,42130,42,42170,41,41220,3,3,3,4,3,3,3,3,충청남도,경기,자녀 동반 여행,2022-11-12~2022-11-12,1,2,3,3
c003328,41,남,40,6,1,2,2,1,,7,10,3,3,45,45800,45,45130,42,42150,2,2,3,1,2,6,2,6,경기도,인천,나홀로 여행,2022-09-23~2022-09-25,1,2,4,0
a008102,11,여,60,6,1,2,4,11,,3,8,2,1,42,42150,50,50130,41,41830,4,4,4,4,4,4,4,4,서울특별시,경기,나홀로 여행,2022-10-29~2022-10-29,1,7,2,0
a010382,44,여,20,6,1,1,1,3,,3,,2,2,44,44825,11,11110,26,26230,6,1,1,1,3,6,2,7,충청남도,서울,나홀로 여행,2022-10-22~2022-10-22,2,1,7,0
a001079,43,남,20,6,2,1,1,9,,2,,4,1,11,11140,50,50110,44,44180,2,2,2,5,6,3,5,3,충청북도,서울,나홀로 여행,2022-08-20~2022-08-21,1,7,8,0
a011234,41,여,20,6,1,1,3,13,,3,5,3,6,50,50110,42,42150,47,47130,2,1,2,1,3,3,2,5,경기도,서울,2인 여행(가족 외),2022-10-30~2022-10-31,3,1,2,1
a007651,41,남,20,5,1,1,2,2,,4,10,2,2,41,41630,41,41800,48,48310,6,2,1,1,6,1,1,7,경기도,경기,2인 여행(가족 외),2022-10-16~2022-10-16,5,7,,1
a007005,11,여,20,6,1,1,1,3,,3,,3,1,26,26350,27,27110,42,42210,1,3,3,4,1,3,2,4,서울특별시,인천,나홀로 여행,2022-10-29~2022-10-29,7,,,0
a017952,28,여,40,4,1,2,5,11,,3,9,3,3,50,50110,26,26350,42,42210,2,1,7,2,1,7,2,6,인천광역시,서울,나홀로 여행,2022-11-13~2022-11-13,4,7,1,0
a002209,41,여,20,6,1,1,1,3,,5,,3,7,50,50110,28,28710,26,26350,4,4,2,4,4,4,4,4,경기도,서울,나홀로 여행,2022-09-10~2022-09-11,2,1,7,0
a002331,41,여,20,4,1,1,2,4,,4,4,2,2,42,42150,41,41830,11,11140,2,3,2,5,6,3,2,7,경기도,경기,나홀로 여행,2022-09-17~2022-09-17,7,4,2,0
a000307,11,남,30,7,1,1,2,2,,6,6,3,3,42,42760,50,50130,11,11440,2,1,4,3,4,3,3,6,서울특별시,경기,부모 동반 여행,2022-08-25~2022-08-26,3,2,9,4
a002025,11,남,30,6,1,1,1,2,,3,,2,1,50,50130,42,42210,41,41650,2,1,1,4,2,1,3,2,서울특별시,경기,2인 가족 여행,2022-09-17~2022-09-18,6,5,3,1
a000203,26,남,40,7,1,2,5,3,,6,6,2,2,48,48330,48,48840,41,41390,6,6,6,5,6,6,6,2,부산광역시,경기,3대 동반 여행(친척 포함),2022-08-18~2022-08-19,2,,,4
a004354,41,여,20,6,1,1,1,9,,4,,3,6,41,41480,28,28110,26,26350,5,5,4,5,4,5,7,4,경기도,인천,나홀로 여행,2022-10-02~2022-10-02,10,1,2,0
a007825,41,남,20,5,3,1,4,12,,2,5,3,5,50,50130,42,42210,26,26350,4,3,1,2,6,6,3,6,경기도,서울,2인 여행(가족 외),2022-10-16~2022-10-16,7,1,3,1
a004768,41,여,40,6,1,2,4,3,,4,9,2,1,42,42210,50,50130,41,41480,7,7,6,7,7,5,6,2,서울특별시,경기,자녀 동반 여행,2022-10-08~2022-10-08,3,8,7,3
a007630,11,여,30,5,3,1,4,13,,1,12,2,2,42,42830,42,42210,41,41820,1,4,4,1,6,1,6,1,서울특별시,경기,나홀로 여행,2022-10-17~2022-10-17,6,5,4,0
a000567,41,여,20,5,1,1,5,4,,2,9,3,4,11,11440,50,50110,42,42150,4,1,2,2,2,4,2,7,경기도,경기,2인 여행(가족 외),2022-09-06~2022-09-07,5,2,3,1
a003759,27,남,20,6,2,1,1,12,,1,,2,1,11,11680,26,26350,47,47110,5,2,2,3,5,2,1,7,대구광역시,서울,2인 여행(가족 외),2022-10-01~2022-10-03,1,7,4,1
a005423,26,남,20,6,1,1,3,2,,5,10,2,1,50,50110,42,42830,11,11680,5,2,4,4,4,4,4,4,부산광역시,서울,나홀로 여행,2022-10-06~2022-10-07,2,,,0
a001310,41,여,20,6,1,1,1,2,,4,,3,5,41,41280,41,41130,11,11680,3,3,3,3,5,5,5,5,경기도,서울,2인 여행(가족 외),2022-08-30~2022-08-31,2,1,7,1
a000935,44,여,30,7,1,1,2,3,,4,6,2,1,11,11140,26,26350,42,42150,6,1,2,2,6,6,2,5,충청남도,서울,3인 이상 여행(가족 외),2022-09-03~2022-09-04,3,1,2,2
a006305,28,남,20,6,2,1,5,12,,1,7,3,5,50,50130,42,42150,46,46150,5,1,4,6,6,2,1,3,인천광역시,경기,2인 여행(가족 외),2022-10-22~2022-10-22,1,4,3,1
a002210,11,여,30,6,1,1,3,3,,5,7,1,1,50,50130,26,26350,28,28185,4,1,2,2,2,2,1,7,서울특별시,경기,나홀로 여행,2022-09-20~2022-09-21,2,4,1,0
a007837,29,여,20,6,1,1,5,3,,3,12,2,1,42,42170,11,11110,11,11440,6,2,2,1,5,3,1,6,광주광역시,서울,나홀로 여행,2022-10-13~2022-10-13,1,2,7,0
a004285,41,남,40,7,4,2,2,2,,6,9,2,1,50,50110,26,26350,46,46110,4,2,3,1,1,1,6,4,경기도,경기,나홀로 여행,2022-10-09~2022-10-09,2,1,4,0
a001676,43,남,20,6,1,1,4,13,,2,8,3,5,11,11680,50,50110,42,42210,4,3,3,4,5,5,5,2,충청북도,서울,나홀로 여행,2022-09-25~2022-09-26,4,1,2,0
a001685,48,남,20,6,2,1,4,,2,1,12,3,3,11,11710,42,42830,26,26290,5,2,4,6,5,7,7,5,경상남도,서울,나홀로 여행,2022-09-22~2022-09-23,2,7,10,1
a002008,27,여,20,5,1,1,4,4,,2,4,2,1,11,11680,47,47130,47,47110,2,3,2,3,4,4,6,5,대구광역시,경기,3인 이상 여행(가족 외),2022-09-22~2022-09-25,3,10,,5
a014891,41,남,20,5,2,1,4,12,,1,11,3,4,26,26350,50,50130,42,42150,1,2,1,4,3,2,6,3,경기도,경기,2인 여행(가족 외),2022-10-31~2022-10-31,3,2,1,1
a002303,11,여,30,6,1,2,2,2,,7,11,2,1,11,11680,41,41820,41,41830,4,1,1,1,1,1,7,7,서울특별시,경기,2인 가족 여행,2022-09-18~2022-09-19,2,5,3,1
a006965,11,남,30,6,1,1,2,3,,3,5,3,3,42,42150,46,46830,50,50130,1,4,1,4,3,3,2,3,서울특별시,경기,2인 여행(가족 외),2022-10-29~2022-10-29,3,7,1,1
a005297,41,여,30,6,1,2,4,2,,6,11,2,3,41,41130,11,11680,42,42760,2,4,1,3,2,2,1,6,경기도,경기,자녀 동반 여행,2022-10-16~2022-10-16,7,8,3,2
a017905,41,여,20,5,1,1,1,7,,4,,2,1,11,11440,30,30200,29,29200,7,5,3,1,2,2,6,7,경기도,서울,2인 여행(가족 외),2022-11-12~2022-11-12,1,3,2,1
a007865,11,여,60,4,1,2,4,11,,2,10,3,1,42,42150,50,50130,45,45110,2,3,2,2,2,2,6,2,서울특별시,인천,자녀 동반 여행,2022-10-16~2022-10-16,2,1,,1
a001997,29,여,20,6,3,1,3,4,,2,11,2,2,46,46130,50,50110,11,11230,4,3,3,4,5,5,7,3,광주광역시,서울,나홀로 여행,2022-09-18~2022-09-19,1,8,4,0
a010193,11,남,40,6,1,4,1,3,,8,,2,2,42,42210,28,28710,45,45110,4,3,3,4,4,4,3,5,서울특별시,인천,나홀로 여행,2022-10-30~2022-10-30,7,6,2,0
a003181,41,여,40,6,1,2,3,3,,5,8,2,1,11,11440,11,11710,41,41820,5,4,3,5,5,4,3,6,경기도,서울,3인 이상 여행(가족 외),2022-10-09~2022-10-10,1,8,5,2
a017870,41,남,20,5,1,1,1,3,,4,,2,1,50,50130,42,42830,41,41130,4,3,4,6,4,3,6,5,경기도,서울,나홀로 여행,2022-11-12~2022-11-12,1,2,5,0
a001123,41,여,30,6,1,2,3,3,,6,10,3,5,41,41820,44,44270,41,41830,4,4,5,2,2,6,6,6,경기도,경기,자녀 동반 여행,2022-09-03~2022-09-04,3,1,,7
a008044,41,여,30,6,1,1,4,3,,4,11,2,1,50,50110,11,11110,46,46150,5,1,4,1,5,4,3,5,경기도,서울,나홀로 여행,2022-10-16~2022-10-16,1,2,4,0
a003313,30,남,20,6,1,1,1,2,,4,,2,1,50,50110,11,11170,11,11200,5,2,2,1,5,2,6,6,대전광역시,서울,2인 여행(가족 외),2022-10-15~2022-10-16,7,1,2,1
a001263,41,남,30,6,1,1,2,3,,4,4,1,1,11,11140,28,28177,41,41570,2,1,3,1,2,6,2,7,경기도,서울,2인 여행(가족 외),2022-08-27~2022-08-29,2,1,3,1
a004036,41,남,30,6,1,1,3,9,,4,4,3,6,50,50110,42,42150,26,26350,3,1,2,5,1,2,5,4,경기도,경기,3인 이상 여행(가족 외),2022-10-30~2022-10-31,2,1,3,4
a018125,11,여,50,6,1,2,4,13,,3,9,3,4,50,50130,42,42830,46,46130,2,3,2,2,3,4,3,4,서울특별시,경기,2인 여행(가족 외),2022-11-10~2022-11-10,1,2,5,1
a000035,41,남,40,6,1,1,2,2,,5,6,1,1,11,11170,41,41360,41,41170,1,6,1,4,4,5,5,7,경기도,경기,나홀로 여행,2022-08-11~2022-08-11,5,1,2,1
a002714,11,여,20,6,1,1,1,3,,5,,2,1,50,50110,47,47130,48,48250,6,2,2,3,6,2,2,6,서울특별시,경기,나홀로 여행,2022-10-01~2022-10-01,1,5,2,0
d008179,41,남,20,6,1,1,4,2,,4,9,4,1,50,50110,26,26350,42,42210,4,1,1,4,4,3,2,6,경기도,인천,2인 여행(가족 외),2022-11-08~2022-11-10,7,1,3,1
